8.824969e-01 1.110900e-02 1.928750e-22
8.911879e-01 1.580862e-02 9.720985e-21
8.996046e-01 2.217477e-02 4.175010e-19
9.077375e-01 3.065989e-02 1.527980e-17
9.155777e-01 4.178575e-02 4.765305e-16
9.231163e-01 5.613476e-02 1.266417e-14
9.303448e-01 7.433302e-02 2.867975e-13
9.372549e-01 9.702370e-02 5.534610e-12
9.438387e-01 1.248303e-01 9.101471e-11
9.500886e-01 1.583100e-01 1.275408e-09
9.559975e-01 1.978987e-01 1.522998e-08
9.615584e-01 2.438505e-01 1.549753e-07
9.667648e-01 2.961764e-01 1.343812e-06
9.716108e-01 3.545875e-01 9.929504e-06
9.760905e-01 4.184491e-01 6.252150e-05
9.801987e-01 4.867523e-01 3.354626e-04
9.839305e-01 5.581096e-01 1.533811e-03
9.872816e-01 6.307788e-01 5.976023e-03
9.902479e-01 7.027177e-01 1.984109e-02
9.928259e-01 7.716687e-01 5.613476e-02
9.950125e-01 8.352702e-01 1.353353e-01
9.968051e-01 8.911879e-01 2.780373e-01
9.982016e-01 9.372549e-01 4.867523e-01
9.992003e-01 9.716108e-01 7.261490e-01
9.998000e-01 9.928259e-01 9.231163e-01
1.000000e+00 1.000000e+00 1.000000e+00
9.998000e-01 9.928259e-01 9.231163e-01
9.992003e-01 9.716108e-01 7.261490e-01
9.982016e-01 9.372549e-01 4.867523e-01
9.968051e-01 8.911879e-01 2.780373e-01
9.950125e-01 8.352702e-01 1.353353e-01
9.928259e-01 7.716687e-01 5.613476e-02
9.902479e-01 7.027177e-01 1.984109e-02
9.872816e-01 6.307788e-01 5.976023e-03
9.839305e-01 5.581096e-01 1.533811e-03
9.801987e-01 4.867523e-01 3.354626e-04
9.760905e-01 4.184491e-01 6.252150e-05
9.716108e-01 3.545875e-01 9.929504e-06
9.667648e-01 2.961764e-01 1.343812e-06
9.615584e-01 2.438505e-01 1.549753e-07
9.559975e-01 1.978987e-01 1.522998e-08
9.500886e-01 1.583100e-01 1.275408e-09
9.438387e-01 1.248303e-01 9.101471e-11
9.372549e-01 9.702370e-02 5.534610e-12
9.303448e-01 7.433302e-02 2.867975e-13
9.231163e-01 5.613476e-02 1.266417e-14
9.155777e-01 4.178575e-02 4.765305e-16
9.077375e-01 3.065989e-02 1.527980e-17
8.996046e-01 2.217477e-02 4.175010e-19
8.911879e-01 1.580862e-02 9.720985e-21
8.824969e-01 1.110900e-02 1.928750e-22
